unit,landuse,geo\time	2015 	2012 	2009 
KM2,LUD2,IE0	30 u	179 	96 
KM2,LUD2,IE01	21 u	27 u	66 
KM2,LUD2,IE02	8 u	152 	30 u
KM2,LUD2,IT	523 	540 	293 
KM2,LUD2,ITC	66 	75 	73 
KM2,LUD2,ITC1	23 u	20 u	12 u
KM2,LUD2,ITC2	10 u	: 	5 u
KM2,LUD2,ITC3	: 	: 	12 u
KM2,LUD2,ITC4	34 u	55 	45 
KM2,LUD2,ITF	146 	148 	76 
KM2,LUD2,ITF1	40 	46 	30 u
KM2,LUD2,ITF2	: 	: 	16 u
KM2,LUD2,ITF3	16 u	13 u	: 
KM2,LUD2,ITF4	57 	71 	16 u
KM2,LUD2,ITF5	7 u	9 u	13 u
KM2,LUD2,ITF6	26 u	9 u	: 
KM2,LUD2,ITG	98 	114 	16 u
KM2,LUD2,ITG1	62 	62 	: 
KM2,LUD2,ITG2	36 u	52 	16 u
KM2,LUD2,ITH	163 	144 	57 
KM2,LUD2,ITH1	42 u	17 u	: 
KM2,LUD2,ITH2	7 u	11 u	: 
KM2,LUD2,ITH3	59 	59 	43 u
KM2,LUD2,ITH4	8 u	: 	: 
KM2,LUD2,ITH5	48 u	56 	14 u
KM2,LUD2,ITI	50 	58 	70 
KM2,LUD2,ITI2	8 u	: 	30 u
KM2,LUD2,ITI3	30 u	18 u	10 u
KM2,LUD2,ITI4	11 u	40 	29 u
KM2,LUD2,LT	26 u	34 u	38 u
KM2,LUD2,LT0	26 u	34 u	38 u
KM2,LUD2,LT00	26 u	34 u	38 u
KM2,LUD2,LV	18 u	64 	80 
KM2,LUD2,LV0	18 u	64 	80 
KM2,LUD2,LV00	18 u	64 	80 
KM2,LUD2,NL	30 u	15 u	32 u
KM2,LUD2,NL1	24 u	15 u	16 u
KM2,LUD2,NL11	24 u	15 u	16 u
KM2,LUD2,NL2	7 u	: 	: 
KM2,LUD2,NL23	7 u	: 	: 
KM2,LUD2,NL3	: 	: 	17 u
KM2,LUD2,NL32	: 	: 	17 u
KM2,LUD2,PL	116 	120 	121 
KM2,LUD2,PL1	22 u	21 u	17 u
KM2,LUD2,PL11	15 u	14 u	17 u
KM2,LUD2,PL12	7 u	7 u	: 
KM2,LUD2,PL2	27 u	13 u	17 u
KM2,LUD2,PL21	6 u	8 u	: 
KM2,LUD2,PL22	20 u	6 u	17 u
KM2,LUD2,PL3	: 	18 u	: 
KM2,LUD2,PL32	: 	18 u	: 
KM2,LUD2,PL4	49 u	41 u	69 
KM2,LUD2,PL41	49 u	41 u	35 u
KM2,LUD2,PL42	: 	: 	34 u
KM2,LUD2,PL5	: 	: 	17 u
KM2,LUD2,PL52	: 	: 	17 u
KM2,LUD2,PL6	19 u	27 u	: 
KM2,LUD2,PL61	6 u	13 u	: 
KM2,LUD2,PL63	13 u	14 u	: 
KM2,LUD2,PT	190 	100 	122 
KM2,LUD2,PT1	190 	100 	122 
KM2,LUD2,PT11	32 u	: 	49 u
KM2,LUD2,PT15	15 u	8 u	: 
KM2,LUD2,PT16	28 u	16 u	32 u
KM2,LUD2,PT18	115 	77 	40 u
KM2,LUD2,RO	280 	109 	: 
KM2,LUD2,RO1	27 u	3 u	: 
KM2,LUD2,RO11	27 u	: 	: 
KM2,LUD2,RO12	: 	3 u	: 
KM2,LUD2,RO2	64 	53 u	: 
KM2,LUD2,RO21	42 	28 u	: 
KM2,LUD2,RO22	21 u	25 u	: 
KM2,LUD2,RO3	39 u	: 	: 
KM2,LUD2,RO31	39 u	: 	: 
KM2,LUD2,RO4	150 	52 u	: 
KM2,LUD2,RO41	135 	52 u	: 
KM2,LUD2,RO42	15 u	: 	: 
KM2,LUD2,SE	1818 	2072 	2383 
KM2,LUD2,SE1	32 u	140 	260 
KM2,LUD2,SE11	: 	40 u	43 u
KM2,LUD2,SE12	32 u	99 	217 
KM2,LUD2,SE2	86 	240 	431 
KM2,LUD2,SE21	: 	104 	218 
KM2,LUD2,SE22	: 	50 u	50 u
KM2,LUD2,SE23	86 	87 	163 
KM2,LUD2,SE3	1700 	1692 	1693 
KM2,LUD2,SE31	157 	236 	501 
KM2,LUD2,SE32	524 	424 	535 
KM2,LUD2,SE33	1019 	1032 	657 
KM2,LUD2,SI	28 u	12 u	: 
KM2,LUD2,SI0	28 u	12 u	: 
KM2,LUD2,SI03	28 u	12 u	: 
KM2,LUD2,SK	100 	183 	84 
KM2,LUD2,SK0	100 	183 	84 
KM2,LUD2,SK01	: 	24 u	: 
KM2,LUD2,SK02	71 u	78 u	61 
KM2,LUD2,SK03	16 u	72 	13 u
KM2,LUD2,SK04	13 u	9 u	10 u
KM2,LUD2,UK	392 	681 	302 
KM2,LUD2,UKC	: 	10 u	: 
KM2,LUD2,UKC2	: 	10 u	: 
KM2,LUD2,UKD	16 u	32 u	32 u
KM2,LUD2,UKD6	16 u	32 u	17 u
KM2,LUD2,UKD7	: 	: 	14 u
KM2,LUD2,UKE	: 	49 u	9 u
KM2,LUD2,UKE3	: 	6 u	: 
KM2,LUD2,UKE4	: 	43 u	9 u
KM2,LUD2,UKF	32 u	: 	8 u
KM2,LUD2,UKF2	15 u	: 	8 u
KM2,LUD2,UKF3	17 u	: 	: 
KM2,LUD2,UKH	50 u	: 	: 
KM2,LUD2,UKH1	17 u	: 	: 
KM2,LUD2,UKH2	18 u	: 	: 
KM2,LUD2,UKH3	15 u	: 	: 
KM2,LUD2,UKJ	27 u	21 u	22 u
KM2,LUD2,UKJ4	27 u	21 u	22 u
KM2,LUD2,UKK	56 	11 u	8 u
KM2,LUD2,UKK2	25 u	: 	: 
KM2,LUD2,UKK3	15 u	: 	: 
KM2,LUD2,UKK4	15 u	11 u	8 u
KM2,LUD2,UKL	46 u	: 	35 u
KM2,LUD2,UKL1	26 u	: 	19 u
KM2,LUD2,UKL2	20 u	: 	16 u
KM2,LUD2,UKM	153 	544 	165 
KM2,LUD2,UKM2	23 u	25 u	50 u
KM2,LUD2,UKM3	83 	76 	54 
KM2,LUD2,UKM5	14 u	5 u	18 u
KM2,LUD2,UKM6	33 u	438 	43 
KM2,LUD2,UKN	13 u	14 u	23 u
KM2,LUD2,UKN0	13 u	14 u	23 u
KM2,LUD3,AT	100 	118 	51 
KM2,LUD3,AT1	17 u	19 u	23 u
KM2,LUD3,AT12	17 u	19 u	23 u
KM2,LUD3,AT2	15 u	37 	6 u
KM2,LUD3,AT21	: 	7 u	: 
KM2,LUD3,AT22	15 u	30 	6 u
KM2,LUD3,AT3	68 	62 	22 
KM2,LUD3,AT31	20 u	31 u	3 u
KM2,LUD3,AT32	10 u	9 u	8 u
KM2,LUD3,AT33	30 u	16 u	7 u
KM2,LUD3,AT34	8 u	5 u	4 u
KM2,LUD3,BE	167 	105 	176 
KM2,LUD3,BE2	98 	82 	149 
KM2,LUD3,BE21	25 u	35 u	34 u
KM2,LUD3,BE22	23 u	: 	18 u
KM2,LUD3,BE23	12 u	28 u	53 u
KM2,LUD3,BE24	15 u	11 u	: 
KM2,LUD3,BE25	23 u	8 u	44 u
KM2,LUD3,BE3	68 	23 u	26 u
KM2,LUD3,BE31	11 u	11 u	19 u
KM2,LUD3,BE32	10 u	: 	8 u
KM2,LUD3,BE33	10 u	: 	: 
KM2,LUD3,BE34	23 u	11 u	: 
KM2,LUD3,BE35	13 u	: 	: 
KM2,LUD3,BG	81 	114 	: 
KM2,LUD3,BG3	75 	105 	: 
KM2,LUD3,BG31	12 u	37 u	: 
KM2,LUD3,BG32	18 u	12 u	: 
KM2,LUD3,BG33	30 u	44 u	: 
KM2,LUD3,BG34	15 u	11 u	: 
KM2,LUD3,BG4	6 u	9 u	: 
KM2,LUD3,BG41	6 u	: 	: 
KM2,LUD3,BG42	: 	9 u	: 
KM2,LUD3,CZ	316 	328 	297 
KM2,LUD3,CZ0	316 	328 	297 
KM2,LUD3,CZ02	39 u	29 u	37 u
KM2,LUD3,CZ03	14 u	13 u	16 u
KM2,LUD3,CZ04	48 u	52 u	33 u
KM2,LUD3,CZ05	80 	65 	67 u
KM2,LUD3,CZ06	87 	99 	93 
KM2,LUD3,CZ07	34 u	56 u	51 u
KM2,LUD3,CZ08	14 u	13 u	: 
KM2,LUD3,DE	1161 	1251 	1343 
KM2,LUD3,DE1	139 	173 	203 
KM2,LUD3,DE11	35 u	44 	51 u
KM2,LUD3,DE12	13 u	21 u	58 u
KM2,LUD3,DE13	15 u	43 	18 u
KM2,LUD3,DE14	76 	66 	76 
KM2,LUD3,DE2	123 	186 	176 
KM2,LUD3,DE21	15 u	33 u	16 u
KM2,LUD3,DE22	45 u	43 u	49 u
KM2,LUD3,DE23	23 u	15 u	35 u
KM2,LUD3,DE24	35 u	30 u	18 u
KM2,LUD3,DE25	: 	21 u	24 u
KM2,LUD3,DE26	: 	15 u	: 
KM2,LUD3,DE27	7 u	29 u	34 u
KM2,LUD3,DE3	13 u	15 u	17 u
KM2,LUD3,DE30	13 u	15 u	17 u
KM2,LUD3,DE4	98 	70 	65 u
KM2,LUD3,DE40	98 	70 	65 u
KM2,LUD3,DE6	: 	: 	15 u
KM2,LUD3,DE60	: 	: 	15 u
KM2,LUD3,DE7	89 	74 	78 
KM2,LUD3,DE71	18 u	7 u	: 
KM2,LUD3,DE72	30 u	24 u	57 u
KM2,LUD3,DE73	41 u	43 u	21 u
KM2,LUD3,DE8	18 u	33 u	68 u
KM2,LUD3,DE80	18 u	33 u	68 u
KM2,LUD3,DE9	106 	86 	98 
KM2,LUD3,DE91	55 u	44 u	55 u
KM2,LUD3,DE92	: 	: 	9 u
KM2,LUD3,DE93	52 u	42 u	34 u
KM2,LUD3,DEA	268 	268 	304 
KM2,LUD3,DEA1	54 	65 	85 
KM2,LUD3,DEA2	62 u	65 	84 
KM2,LUD3,DEA3	: 	37 u	26 u
KM2,LUD3,DEA4	23 u	29 u	54 u
KM2,LUD3,DEA5	129 	73 	56 
KM2,LUD3,DEB	55 	58 u	73 u
KM2,LUD3,DEB2	25 u	29 u	37 u
KM2,LUD3,DEB3	30 u	28 u	36 u
KM2,LUD3,DEC	12 u	15 u	15 u
KM2,LUD3,DEC0	12 u	15 u	15 u
KM2,LUD3,DED	34 u	55 	57 u
KM2,LUD3,DED2	9 u	14 u	17 u
KM2,LUD3,DED4	13 u	28 u	17 u
KM2,LUD3,DED5	11 u	13 u	23 u
KM2,LUD3,DEE	84 	109 	82 
KM2,LUD3,DEE0	84 	109 	82 
KM2,LUD3,DEF	20 u	14 u	17 u
KM2,LUD3,DEF0	20 u	14 u	17 u
KM2,LUD3,DEG	102 	94 	75 
KM2,LUD3,DEG0	102 	94 	75 
KM2,LUD3,DK	155 	160 	92 
KM2,LUD3,DK0	155 	160 	92 
KM2,LUD3,DK02	36 u	44 	: 
KM2,LUD3,DK03	81 	61 	53 u
KM2,LUD3,DK04	25 u	41 u	31 u
KM2,LUD3,DK05	12 u	13 u	8 u
KM2,LUD3,EE	52 u	26 u	27 u
KM2,LUD3,EE0	52 u	26 u	27 u
KM2,LUD3,EE00	52 u	26 u	27 u
KM2,LUD3,EL	173 	133 	161 
KM2,LUD3,EL3	12 u	11 u	67 
KM2,LUD3,EL30	12 u	11 u	67 
KM2,LUD3,EL4	31 u	24 u	: 
KM2,LUD3,EL42	6 u	8 u	: 
KM2,LUD3,EL43	25 u	15 u	: 
KM2,LUD3,EL5	97 	63 	62 
KM2,LUD3,EL51	25 u	14 u	16 u
KM2,LUD3,EL52	48 u	21 u	5 u
KM2,LUD3,EL53	: 	11 u	25 u
KM2,LUD3,EL54	24 u	17 u	16 u
KM2,LUD3,EL6	32 u	35 u	32 u
KM2,LUD3,EL61	13 u	22 u	: 
KM2,LUD3,EL64	6 u	: 	32 u
KM2,LUD3,EL65	13 u	13 u	: 
KM2,LUD3,ES	454 	425 	584 
KM2,LUD3,ES1	50 u	37 u	46 
KM2,LUD3,ES11	14 u	12 u	13 u
KM2,LUD3,ES12	36 u	25 u	26 u
KM2,LUD3,ES13	: 	: 	7 u
KM2,LUD3,ES2	89 	67 	94 
KM2,LUD3,ES21	29 u	13 u	18 u
KM2,LUD3,ES22	14 u	: 	14 u
KM2,LUD3,ES24	46 u	54 	62 
KM2,LUD3,ES3	12 u	25 u	34 u
KM2,LUD3,ES30	12 u	25 u	34 u
KM2,LUD3,ES4	111 	124 	115 
KM2,LUD3,ES41	66 	65 	46 u
KM2,LUD3,ES42	14 u	20 u	13 u
KM2,LUD3,ES43	32 u	40 u	56 
KM2,LUD3,ES5	131 	107 	246 
KM2,LUD3,ES51	63 	42 u	130 
KM2,LUD3,ES52	67 	66 	115 
KM2,LUD3,ES6	61 	63 	48 u
KM2,LUD3,ES61	61 	54 	48 u
KM2,LUD3,ES62	: 	9 u	: 
KM2,LUD3,EU27_2007	7640 	7604 	: 
KM2,LUD3,EU27_2020	7106 	: 	: 
KM2,LUD3,EU28	7688 	: 	: 
KM2,LUD3,EU_V	7308 	7196 	7409 
KM2,LUD3,FI	151 	191 	127 
KM2,LUD3,FI1	151 	191 	127 
KM2,LUD3,FI19	41 u	83 u	36 u
KM2,LUD3,FI1B	: 	17 u	12 u
KM2,LUD3,FI1C	34 u	50 u	29 
KM2,LUD3,FI1D	76 	41 u	49 
KM2,LUD3,FR	770 	810 	664 
KM2,LUD3,FR1	29 u	40 u	13 u
KM2,LUD3,FR10	29 u	40 u	13 u
KM2,LUD3,FR2	120 	103 	103 
KM2,LUD3,FR21	25 u	20 u	: 
KM2,LUD3,FR22	20 u	8 u	18 u
KM2,LUD3,FR23	24 u	15 u	46 u
KM2,LUD3,FR24	21 u	35 u	17 u
KM2,LUD3,FR25	13 u	: 	: 
KM2,LUD3,FR26	17 u	25 u	22 u
KM2,LUD3,FR3	91 	107 	99 
KM2,LUD3,FR30	91 	107 	99 
KM2,LUD3,FR4	80 	62 	69 u
KM2,LUD3,FR41	35 u	23 u	17 u
KM2,LUD3,FR42	18 u	21 u	36 u
KM2,LUD3,FR43	27 u	18 u	16 u
KM2,LUD3,FR5	126 	172 	90 
KM2,LUD3,FR51	68 	66 	51 u
KM2,LUD3,FR52	40 u	63 	26 u
KM2,LUD3,FR53	18 u	43 u	14 u
KM2,LUD3,FR6	76 	87 	93 
KM2,LUD3,FR61	64 	60 	64 u
KM2,LUD3,FR62	13 u	14 u	29 u
KM2,LUD3,FR63	: 	13 u	: 
KM2,LUD3,FR7	103 	90 	71 
KM2,LUD3,FR71	89 	72 	49 
KM2,LUD3,FR72	14 u	18 u	22 u
KM2,LUD3,FR8	144 	149 	126 
KM2,LUD3,FR81	42 u	21 u	: 
KM2,LUD3,FR82	102 	128 	126 
KM2,LUD3,HR	48 u	: 	: 
KM2,LUD3,HR0	48 u	: 	: 
KM2,LUD3,HR04	48 u	: 	: 
KM2,LUD3,HU	246 	277 	342 
KM2,LUD3,HU1	58 u	59 u	50 u
KM2,LUD3,HU10	58 u	59 u	50 u
KM2,LUD3,HU2	77 u	77 u	122 
KM2,LUD3,HU21	21 u	17 u	17 u
KM2,LUD3,HU22	34 u	39 u	64 u
KM2,LUD3,HU23	21 u	21 u	41 u
KM2,LUD3,HU3	112 	140 	170 
KM2,LUD3,HU31	34 u	82 u	83 u
KM2,LUD3,HU32	38 u	20 u	27 u
KM2,LUD3,HU33	40 u	38 u	60 u
KM2,LUD3,IE	23 u	56 u	44 u
KM2,LUD3,IE0	23 u	56 u	44 u
KM2,LUD3,IE01	: 	35 u	26 u
KM2,LUD3,IE02	23 u	21 u	18 u
KM2,LUD3,IT	1149 	1044 	1120 
KM2,LUD3,ITC	375 	358 	335 
KM2,LUD3,ITC1	168 	178 	145 
KM2,LUD3,ITC3	: 	10 u	16 u
KM2,LUD3,ITC4	206 	170 	174 
KM2,LUD3,ITF	152 	145 	163 
KM2,LUD3,ITF1	33 u	39 u	51 
KM2,LUD3,ITF2	: 	14 u	: 
KM2,LUD3,ITF3	36 u	12 u	16 u
KM2,LUD3,ITF4	82 	67 	62 u
KM2,LUD3,ITF6	: 	13 u	35 u
KM2,LUD3,ITG	81 	56 	53 u
KM2,LUD3,ITG1	34 u	26 u	22 u
KM2,LUD3,ITG2	47 	30 u	31 u
KM2,LUD3,ITH	287 	261 	339 
KM2,LUD3,ITH3	150 	136 	138 
KM2,LUD3,ITH4	23 u	11 u	36 u
KM2,LUD3,ITH5	113 	114 	165 
KM2,LUD3,ITI	255 	224 	232 
KM2,LUD3,ITI1	161 	120 	138 
KM2,LUD3,ITI2	25 u	29 u	16 u
KM2,LUD3,ITI3	46 u	62 	49 
KM2,LUD3,ITI4	23 u	13 u	29 u
KM2,LUD3,LT	118 	55 u	127 
KM2,LUD3,LT0	118 	55 u	127 
KM2,LUD3,LT00	118 	55 u	127 
KM2,LUD3,LU	11 u	: 	: 
KM2,LUD3,LU0	11 u	: 	: 
KM2,LUD3,LU00	11 u	: 	: 
KM2,LUD3,LV	24 u	42 u	50 u
KM2,LUD3,LV0	24 u	42 u	50 u
KM2,LUD3,LV00	24 u	42 u	50 u
KM2,LUD3,NL	225 	188 	263 
KM2,LUD3,NL1	32 u	: 	33 u
KM2,LUD3,NL11	26 u	: 	: 
KM2,LUD3,NL12	6 u	: 	16 u
KM2,LUD3,NL13	: 	: 	17 u
KM2,LUD3,NL2	18 u	11 u	61 
KM2,LUD3,NL22	18 u	: 	44 u
KM2,LUD3,NL23	: 	11 u	17 u
KM2,LUD3,NL3	68 	62 u	116 
KM2,LUD3,NL31	12 u	19 u	17 u
KM2,LUD3,NL32	17 u	15 u	47 u
KM2,LUD3,NL33	37 u	28 u	35 u
KM2,LUD3,NL34	2 u	: 	16 u
KM2,LUD3,NL4	107 	115 	53 u
KM2,LUD3,NL41	80 	68 	27 u
KM2,LUD3,NL42	26 u	47 u	26 u
KM2,LUD3,PL	729 	638 	536 
KM2,LUD3,PL1	129 	101 	73 u
KM2,LUD3,PL11	26 u	42 u	19 u
KM2,LUD3,PL12	103 	59 u	54 u
KM2,LUD3,PL2	168 	203 	148 
KM2,LUD3,PL21	70 	57 u	57 u
KM2,LUD3,PL22	98 	145 	91 
KM2,LUD3,PL3	154 	130 	123 
KM2,LUD3,PL31	56 u	27 u	28 u
KM2,LUD3,PL32	17 u	26 u	45 u
KM2,LUD3,PL33	51 u	58 u	50 u
KM2,LUD3,PL34	30 u	19 u	: 
KM2,LUD3,PL4	165 	73 	51 u
KM2,LUD3,PL41	105 	29 u	34 u
KM2,LUD3,PL42	11 u	: 	: 
KM2,LUD3,PL43	49 u	44 u	17 u
KM2,LUD3,PL5	37 u	41 u	37 u
KM2,LUD3,PL51	27 u	28 u	13 u
KM2,LUD3,PL52	10 u	13 u	24 u
KM2,LUD3,PL6	76 	90 	105 
KM2,LUD3,PL61	14 u	13 u	9 u
KM2,LUD3,PL62	28 u	41 u	44 u
KM2,LUD3,PL63	35 u	36 u	52 u
KM2,LUD3,PT	176 	125 	121 
KM2,LUD3,PT1	176 	125 	121 
KM2,LUD3,PT11	44 u	17 u	34 u
KM2,LUD3,PT15	: 	7 u	: 
KM2,LUD3,PT16	85 	64 	52 u
KM2,LUD3,PT18	47 u	36 	35 u
KM2,LUD3,RO	251 	294 	: 
KM2,LUD3,RO1	53 u	101 	: 
KM2,LUD3,RO11	41 u	55 u	: 
KM2,LUD3,RO12	12 u	45 u	: 
KM2,LUD3,RO2	84 	91 	: 
KM2,LUD3,RO21	45 u	64 	: 
KM2,LUD3,RO22	39 u	28 u	: 
KM2,LUD3,RO3	98 	73 	: 
KM2,LUD3,RO31	98 	73 	: 
KM2,LUD3,RO4	16 u	30 u	: 
KM2,LUD3,RO41	16 u	15 u	: 
KM2,LUD3,RO42	: 	15 u	: 
KM2,LUD3,SE	397 	442 	448 
KM2,LUD3,SE1	93 	91 	71 
KM2,LUD3,SE11	15 u	21 u	: 
KM2,LUD3,SE12	78 	70 u	71 
KM2,LUD3,SE2	205 	252 	245 
KM2,LUD3,SE21	75 	88 u	97 
KM2,LUD3,SE22	76 	127 	107 
KM2,LUD3,SE23	54 u	38 u	42 u
KM2,LUD3,SE3	99 	99 	132 
KM2,LUD3,SE31	39 u	52 u	69 u
KM2,LUD3,SE32	48 u	30 u	54 u
KM2,LUD3,SE33	13 u	17 u	9 u
KM2,LUD3,SI	37 u	34 u	48 u
KM2,LUD3,SI0	37 u	34 u	48 u
KM2,LUD3,SI03	37 u	34 u	48 u
KM2,LUD3,SK	91 	106 	102 
KM2,LUD3,SK0	91 	106 	102 
KM2,LUD3,SK02	36 u	43 u	47 u
KM2,LUD3,SK03	18 u	17 u	16 u
KM2,LUD3,SK04	37 u	46 u	39 u
KM2,LUD3,UK	584 	644 	687 
KM2,LUD3,UKC	22 u	: 	9 u
KM2,LUD3,UKC1	22 u	: 	9 u
KM2,LUD3,UKD	151 	153 	145 
KM2,LUD3,UKD1	27 u	27 u	11 u
KM2,LUD3,UKD3	87 	59 u	82 u
KM2,LUD3,UKD4	: 	24 u	16 u
KM2,LUD3,UKD6	23 u	23 u	15 u
KM2,LUD3,UKD7	14 u	20 u	21 u
KM2,LUD3,UKE	92 u	109 	97 
KM2,LUD3,UKE1	69 u	53 u	50 u
KM2,LUD3,UKE3	24 u	37 u	29 u
KM2,LUD3,UKE4	: 	19 u	17 u
KM2,LUD3,UKF	21 u	20 u	19 u
KM2,LUD3,UKF2	21 u	20 u	19 u
KM2,LUD3,UKG	56 u	80 	61 u
KM2,LUD3,UKG2	18 u	42 u	33 u
KM2,LUD3,UKG3	38 u	38 u	28 u
KM2,LUD3,UKH	48 u	40 u	124 
KM2,LUD3,UKH1	18 u	40 u	57 u
KM2,LUD3,UKH2	: 	: 	33 u
KM2,LUD3,UKH3	30 u	: 	34 u
KM2,LUD3,UKI	13 u	17 u	8 u
KM2,LUD3,UKI5	13 u	17 u	8 u
KM2,LUD3,UKK	41 u	40 u	77 
KM2,LUD3,UKK1	41 u	40 u	51 u
KM2,LUD3,UKK2	: 	: 	18 u
KM2,LUD3,UKK4	: 	: 	8 u
KM2,LUD3,UKL	35 u	38 u	93 
KM2,LUD3,UKL1	16 u	19 u	58 u
KM2,LUD3,UKL2	18 u	19 u	35 u
KM2,LUD3,UKM	105 	146 	55 
KM2,LUD3,UKM2	15 u	36 u	32 u
KM2,LUD3,UKM3	19 u	37 u	13 u
KM2,LUD3,UKM5	30 u	35 u	10 u
KM2,LUD3,UKM6	40 u	38 u	: 
KM2,LUD4,AT	72 	45 	52 
KM2,LUD4,AT1	31 u	6 u	23 u
KM2,LUD4,AT11	17 u	: 	: 
KM2,LUD4,AT12	14 u	6 u	23 u
KM2,LUD4,AT2	9 u	7 u	9 u
KM2,LUD4,AT21	9 u	7 u	9 u
KM2,LUD4,AT3	32 u	32 	19 u
KM2,LUD4,AT31	21 u	16 u	: 
KM2,LUD4,AT32	11 u	13 u	14 u
KM2,LUD4,AT33	: 	3 u	6 u
KM2,LUD4,BE	29 u	16 u	68 u
KM2,LUD4,BE2	29 u	16 u	68 u
KM2,LUD4,BE22	7 u	6 u	17 u
KM2,LUD4,BE23	: 	: 	17 u
KM2,LUD4,BE24	: 	10 u	: 
KM2,LUD4,BE25	23 u	: 	34 u
KM2,LUD4,BG	208 	190 	: 
KM2,LUD4,BG3	137 	164 	: 
KM2,LUD4,BG31	28 u	50 u	: 
KM2,LUD4,BG32	10 u	19 u	: 
KM2,LUD4,BG33	35 u	34 u	: 
KM2,LUD4,BG34	64 u	62 u	: 
KM2,LUD4,BG4	71 	26 u	: 
KM2,LUD4,BG41	31 u	26 u	: 
KM2,LUD4,BG42	41 u	: 	: 
KM2,LUD4,CY	28 	33 	: 
KM2,LUD4,CY0	28 	33 	: 
KM2,LUD4,CY00	28 	33 	: 
KM2,LUD4,CZ	184 	228 	324 
KM2,LUD4,CZ0	184 	228 	324 
KM2,LUD4,CZ01	6 u	: 	: 
KM2,LUD4,CZ02	42 u	50 u	52 u
KM2,LUD4,CZ03	: 	7 u	36 u
KM2,LUD4,CZ04	35 u	56 	70 
KM2,LUD4,CZ05	44 	43 	37 u
KM2,LUD4,CZ06	25 u	47 	70 
KM2,LUD4,CZ07	32 u	12 u	34 u
KM2,LUD4,CZ08	: 	14 u	24 u
KM2,LUD4,DE	695 	673 	656 
KM2,LUD4,DE1	33 u	43 u	18 u
KM2,LUD4,DE11	18 u	28 u	18 u
KM2,LUD4,DE13	16 u	14 u	: 
KM2,LUD4,DE2	89 	80 	119 
KM2,LUD4,DE21	19 u	20 u	12 u
KM2,LUD4,DE22	16 u	15 u	16 u
KM2,LUD4,DE23	26 u	31 u	18 u
KM2,LUD4,DE25	28 u	14 u	40 u
KM2,LUD4,DE26	: 	: 	8 u
KM2,LUD4,DE27	: 	: 	26 u
KM2,LUD4,DE3	27 u	15 u	17 u
KM2,LUD4,DE30	27 u	15 u	17 u
KM2,LUD4,DE4	13 u	62 	34 u
KM2,LUD4,DE40	13 u	62 	34 u
KM2,LUD4,DE7	7 u	7 u	8 u
KM2,LUD4,DE72	7 u	7 u	: 
KM2,LUD4,DE73	: 	: 	8 u
KM2,LUD4,DE8	73 	21 u	34 u
KM2,LUD4,DE80	73 	21 u	34 u
KM2,LUD4,DE9	51 	4 u	17 u
KM2,LUD4,DE91	12 u	4 u	: 
KM2,LUD4,DE92	12 u	: 	: 
KM2,LUD4,DE93	6 u	: 	17 u
KM2,LUD4,DE94	21 u	: 	: 
KM2,LUD4,DEA	125 	178 	151 
KM2,LUD4,DEA1	13 u	35 u	58 u
KM2,LUD4,DEA2	21 u	39 u	17 u
KM2,LUD4,DEA3	26 u	29 u	46 u
KM2,LUD4,DEA4	22 u	8 u	13 u
KM2,LUD4,DEA5	43 	68 	17 u
KM2,LUD4,DEB	13 u	15 u	62 
KM2,LUD4,DEB1	13 u	15 u	46 
KM2,LUD4,DEB3	: 	: 	17 u
KM2,LUD4,DEC	12 u	14 u	16 u
KM2,LUD4,DEC0	12 u	14 u	16 u
KM2,LUD4,DED	98 	82 	64 u
KM2,LUD4,DED2	70 	57 	49 u
KM2,LUD4,DED4	21 u	25 u	: 
KM2,LUD4,DED5	7 u	: 	15 u
KM2,LUD4,DEE	96 	72 	66 
KM2,LUD4,DEE0	96 	72 	66 
KM2,LUD4,DEF	7 u	: 	: 
KM2,LUD4,DEF0	7 u	: 	: 
KM2,LUD4,DEG	54 	80 	50 u
KM2,LUD4,DEG0	54 	80 	50 u
KM2,LUD4,DK	59 	60 	69 
KM2,LUD4,DK0	59 	60 	69 
KM2,LUD4,DK01	: 	: 	6 u
KM2,LUD4,DK02	11 u	: 	: 
KM2,LUD4,DK03	25 u	34 u	20 u
KM2,LUD4,DK05	23 u	26 u	42 u
KM2,LUD4,EE	16 u	: 	: 
KM2,LUD4,EE0	16 u	: 	: 
KM2,LUD4,EE00	16 u	: 	: 
KM2,LUD4,EL	249 	301 	168 
KM2,LUD4,EL3	12 u	24 u	: 
KM2,LUD4,EL30	12 u	24 u	: 
KM2,LUD4,EL4	24 u	37 u	: 
KM2,LUD4,EL41	18 u	22 u	: 
KM2,LUD4,EL43	6 u	14 u	: 
KM2,LUD4,EL5	107 	93 	51 
KM2,LUD4,EL51	49 u	51 	33 u
KM2,LUD4,EL52	14 u	25 u	14 u
KM2,LUD4,EL53	38 u	12 u	: 
KM2,LUD4,EL54	5 u	5 u	5 u
KM2,LUD4,EL6	106 	147 	117 
KM2,LUD4,EL61	35 u	12 u	13 u
KM2,LUD4,EL63	6 u	29 u	12 u
KM2,LUD4,EL64	44 u	86 	52 u
KM2,LUD4,EL65	21 u	21 u	41 u
KM2,LUD4,ES	1800 	2072 	2710 
KM2,LUD4,ES1	118 	95 	261 
KM2,LUD4,ES11	79 	61 	118 
KM2,LUD4,ES12	12 u	8 u	62 u
KM2,LUD4,ES13	26 u	26 u	80 
